"ApplicationID","Hired","AgeBracket","TravelPreference","HiringDepartment","DistanceFromHome","EducationLevel","EducationField","Gender","Role","Internships","StandardHours","Summary","ExtraCurriculars"
"AA1041","Yes","Under 40","Travel_Frequently","Research & Development","8","3","Life Sciences","Male","Manager","1","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  I have already done 1 internships, building work experience.  I am highly motivated  and I am ready to start at your firm immediately.","Athletics"
"AA1042","No","40 and Over","Travel_Rarely","Human Resources","8","2","Other","Male","Human Resources","2","80","Hi there. I am a Other major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 2 internships.  I am highly motivated  and would be a good additional at your firm.","Tennis"
"AA1043","No","40 and Over","Travel_Rarely","Research & Development","1","2","Life Sciences","Male","Manufacturing Director","6","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role working for your company.  Already I have done 6 internships, building valuable work experience.  As you can see, I am highly motivated  and I hope to hear from you soon.","Tennis"
"AA1044","No","40 and Over","Travel_Rarely","Research & Development","6","4","Life Sciences","Male","Research Scientist","1","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 1 internships, building work experience.  I am highly motivated  and I am ready to start at your firm immediately.","Rowing"
"AA1045","Yes","40 and Over","Travel_Rarely","Sales","5","4","Life Sciences","Male","Sales Executive","1","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 1 internships, building work experience.  I am highly motivated  and I hope to hear from you soon.","Football"
"AA1046","No","40 and Over","Travel_Rarely","Research & Development","5","2","Medical","Male","Laboratory Technician","1","80","Recently I completed my Medical education, and wish to start my career in a corporate role in the corporate sector.  So far I have completed 1 internships, and can provide references.  I am very dedicated  and I hope to hear from you soon.","Athletics"
"AA1047","No","Under 40","Travel_Rarely","Sales","20","3","Life Sciences","Male","Sales Executive","8","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have completed 8 internships, building valuable work experience. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Rowing"
"AA1048","No","Under 40","Travel_Rarely","Research & Development","2","2","Medical","Male","Research Scientist","1","80","I am a Medical education, and wish to start my career in a corporate role working for your company.  So far I have completed 1 internships, and can provide references.  As you can see, I am highly motivated  and I hope to hear from you soon.","Soccer, Soccer, Athletics"
"AA1049","No","40 and Over","Travel_Frequently","Research & Development","23","3","Life Sciences","Male","Manufacturing Director","0","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 0 internships, building valuable work experience.  I am very dedicated  and I hope to hear from you soon.","Debating"
"AA1050","No","Under 40","Travel_Rarely","Research & Development","7","2","Medical","Male","Manager","3","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  working for your company.  So far I have completed 3 internships, building valuable work experience.  I am a hard worker  and would be a good additional at your firm.","Soccer"
"AA1051","Yes","Under 40","Travel_Rarely","Sales","10","3","Marketing","Male","Sales Executive","2","80","Recently I completed my Marketing education, and wish to start my career in a corporate role working for your company.  I have done 2 internships, building valuable work experience.  As you can see, I am highly motivated  and I am a good match for the role.","Tennis, Rowing, Debating"
"AA1052","Yes","Under 40","Non-Travel","Research & Development","9","3","Life Sciences","Male","Research Scientist","4","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have completed 4 internships, and can provide references.  As you can see, I am a hard worker  and I am a good match for the role.","Athletics"
"AA1053","No","40 and Over","Non-Travel","Research & Development","2","3","Medical","Male","Laboratory Technician","0","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have already done 0 internships, and can provide references.  I am very dedicated  and I am ready to start at your firm immediately.","Football"
"AA1054","No","Under 40","Travel_Frequently","Research & Development","28","2","Medical","Male","Manufacturing Director","2","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  So far I have completed 2 internships, building work experience.  As you can see, I am highly motivated  and I hope to hear from you soon.","Debating"
